"cd.lac" "camp.annee" "taxon" "lat_plando" "long_plando"
"CAU19" 2016 "Ameiurus melas" 45.0958 1.45105
"CAU19" 2012 "Carassius auratus" 45.0958 1.45105
"CAU19" 2012 "Cyprinus carpio" 45.0958 1.45105
"CAU19" 2012 "Esox lucius" 45.0958 1.45105
"CAU19" 2012 "Lepomis gibbosus" 45.0958 1.45105
"CAU19" 2012 "Perca fluviatilis" 45.0958 1.45105
"CAU19" 2016 "Perca fluviatilis" 45.0958 1.45105
"CAU19" 2012 "Rutilus rutilus" 45.0958 1.45105
"CAU19" 2016 "Rutilus rutilus" 45.0958 1.45105
"CAU19" 2012 "Sander lucioperca" 45.0958 1.45105
"CAU19" 2016 "Sander lucioperca" 45.0958 1.45105
"CAU19" 2012 "Scardinius erythrophthalmus" 45.0958 1.45105
"CAU19" 2012 "Squalius cephalus" 45.0958 1.45105
"CAZ40" 2005 "Abramis brama" 44.4847 -1.15694
"CAZ40" 2015 "Abramis brama" 44.4847 -1.15694
"CAZ40" 2005 "Alburnus alburnus" 44.4847 -1.15694
"CAZ40" 2015 "Alburnus alburnus" 44.4847 -1.15694
"CAZ40" 2005 "Ameiurus melas" 44.4847 -1.15694
"CAZ40" 2015 "Ameiurus melas" 44.4847 -1.15694
"CAZ40" 2005 "Blicca bjoerkna" 44.4847 -1.15694
"CAZ40" 2015 "Blicca bjoerkna" 44.4847 -1.15694
"CAZ40" 2005 "Esox lucius" 44.4847 -1.15694
"CAZ40" 2015 "Esox lucius" 44.4847 -1.15694
"CAZ40" 2015 "Gobio gobio" 44.4847 -1.15694
"CAZ40" 2005 "Gymnocephalus cernua" 44.4847 -1.15694
"CAZ40" 2015 "Gymnocephalus cernua" 44.4847 -1.15694
"CAZ40" 2005 "Lepomis gibbosus" 44.4847 -1.15694
"CAZ40" 2015 "Lepomis gibbosus" 44.4847 -1.15694
"CAZ40" 2015 "Leuciscus burdigalensis" 44.4847 -1.15694
"CAZ40" 2005 "Leuciscus leuciscus" 44.4847 -1.15694
"CAZ40" 2005 "Perca fluviatilis" 44.4847 -1.15694
"CAZ40" 2015 "Perca fluviatilis" 44.4847 -1.15694
"CAZ40" 2005 "Rutilus rutilus" 44.4847 -1.15694
"CAZ40" 2015 "Rutilus rutilus" 44.4847 -1.15694
"CAZ40" 2005 "Sander lucioperca" 44.4847 -1.15694
"CAZ40" 2015 "Sander lucioperca" 44.4847 -1.15694
"CAZ40" 2005 "Scardinius erythrophthalmus" 44.4847 -1.15694
"CAZ40" 2005 "Tinca tinca" 44.4847 -1.15694
"CEB79" 2009 "Abramis brama" 46.763 -0.200179
"CEB79" 2014 "Abramis brama" 46.763 -0.200179
"CEB79" 2009 "Alburnus alburnus" 46.763 -0.200179
"CEB79" 2014 "Alburnus alburnus" 46.763 -0.200179
"CEB79" 2009 "Blicca bjoerkna" 46.763 -0.200179
"CEB79" 2014 "Blicca bjoerkna" 46.763 -0.200179
"CEB79" 2009 "Cyprinus carpio" 46.763 -0.200179
"CEB79" 2009 "Esox lucius" 46.763 -0.200179
"CEB79" 2014 "Esox lucius" 46.763 -0.200179
"CEB79" 2009 "Gymnocephalus cernua" 46.763 -0.200179
"CEB79" 2014 "Gymnocephalus cernua" 46.763 -0.200179
"CEB79" 2014 "Lepomis gibbosus" 46.763 -0.200179
"CEB79" 2009 "Perca fluviatilis" 46.763 -0.200179
"CEB79" 2014 "Perca fluviatilis" 46.763 -0.200179
"CEB79" 2009 "Rutilus rutilus" 46.763 -0.200179
"CEB79" 2014 "Rutilus rutilus" 46.763 -0.200179
"CEB79" 2009 "Sander lucioperca" 46.763 -0.200179
"CEB79" 2014 "Sander lucioperca" 46.763 -0.200179
"CEB79" 2009 "Scardinius erythrophthalmus" 46.763 -0.200179
"CEB79" 2014 "Scardinius erythrophthalmus" 46.763 -0.200179
"CER21" 2009 "Abramis brama" 47.2553 4.50541
"CER21" 2009 "Anguilla anguilla" 47.2553 4.50541
"CER21" 2009 "Blicca bjoerkna" 47.2553 4.50541
"CER21" 2009 "Esox lucius" 47.2553 4.50541
"CER21" 2009 "Lepomis gibbosus" 47.2553 4.50541
"CER21" 2009 "Oncorhynchus mykiss" 47.2553 4.50541
"CER21" 2009 "Perca fluviatilis" 47.2553 4.50541
"CER21" 2009 "Rutilus rutilus" 47.2553 4.50541
"CER21" 2009 "Scardinius erythrophthalmus" 47.2553 4.50541
"CER21" 2009 "Tinca tinca" 47.2553 4.50541
"CER95" 2010 "Abramis brama" 49.0332 2.04979
"CER95" 2010 "Ameiurus melas" 49.0332 2.04979
"CER95" 2010 "Esox lucius" 49.0332 2.04979
"CER95" 2010 "Gymnocephalus cernua" 49.0332 2.04979
"CER95" 2010 "Lepomis gibbosus" 49.0332 2.04979
"CER95" 2010 "Perca fluviatilis" 49.0332 2.04979
"CER95" 2010 "Rutilus rutilus" 49.0332 2.04979
"CER95" 2010 "Sander lucioperca" 49.0332 2.04979
"CER95" 2010 "Scardinius erythrophthalmus" 49.0332 2.04979
"CER95" 2010 "Tinca tinca" 49.0332 2.04979
"CHA21" 2008 "Abramis brama" 47.25 4.19344
"CHA21" 2014 "Abramis brama" 47.25 4.19344
"CHA21" 2008 "Ameiurus melas" 47.25 4.19344
"CHA21" 2014 "Ameiurus melas" 47.25 4.19344
"CHA21" 2014 "Blicca bjoerkna" 47.25 4.19344
"CHA21" 2008 "Esox lucius" 47.25 4.19344
"CHA21" 2008 "Gymnocephalus cernua" 47.25 4.19344
"CHA21" 2014 "Gymnocephalus cernua" 47.25 4.19344
"CHA21" 2014 "Lepomis gibbosus" 47.25 4.19344
"CHA21" 2008 "Perca fluviatilis" 47.25 4.19344
"CHA21" 2014 "Perca fluviatilis" 47.25 4.19344
"CHA21" 2008 "Rutilus rutilus" 47.25 4.19344
"CHA21" 2014 "Rutilus rutilus" 47.25 4.19344
"CHA21" 2008 "Sander lucioperca" 47.25 4.19344
"CHA21" 2014 "Sander lucioperca" 47.25 4.19344
"CHA21" 2014 "Scardinius erythrophthalmus" 47.25 4.19344
"CHA21" 2014 "Silurus glanis" 47.25 4.19344
"CHA23" 2006 "Abramis brama" 45.7219 1.99457
"CHA23" 2006 "Esox lucius" 45.7219 1.99457
"CHA23" 2006 "Lepomis gibbosus" 45.7219 1.99457
"CHA23" 2006 "Perca fluviatilis" 45.7219 1.99457
"CHA23" 2006 "Rutilus rutilus" 45.7219 1.99457
"CHA23" 2006 "Salmo trutta" 45.7219 1.99457
"CHA23" 2006 "Scardinius erythrophthalmus" 45.7219 1.99457
"CHA23" 2006 "Squalius cephalus" 45.7219 1.99457
"CHA23" 2006 "Tinca tinca" 45.7219 1.99457
"CHA25" 2010 "Abramis brama" 47.0922 6.73679
"CHA25" 2019 "Abramis brama" 47.0922 6.73679
"CHA25" 2010 "Alburnus alburnus" 47.0922 6.73679
"CHA25" 2019 "Alburnus alburnus" 47.0922 6.73679
"CHA25" 2010 "Blicca bjoerkna" 47.0922 6.73679
"CHA25" 2019 "Blicca bjoerkna" 47.0922 6.73679
"CHA25" 2010 "Esox lucius" 47.0922 6.73679
"CHA25" 2019 "Esox lucius" 47.0922 6.73679
"CHA25" 2010 "Gymnocephalus cernua" 47.0922 6.73679
"CHA25" 2019 "Gymnocephalus cernua" 47.0922 6.73679
"CHA25" 2019 "Leuciscus leuciscus" 47.0922 6.73679
"CHA25" 2010 "Perca fluviatilis" 47.0922 6.73679
"CHA25" 2019 "Perca fluviatilis" 47.0922 6.73679
"CHA25" 2010 "Rutilus rutilus" 47.0922 6.73679
"CHA25" 2019 "Rutilus rutilus" 47.0922 6.73679
"CHA25" 2010 "Sander lucioperca" 47.0922 6.73679
"CHA25" 2019 "Sander lucioperca" 47.0922 6.73679
"CHA25" 2010 "Scardinius erythrophthalmus" 47.0922 6.73679
"CHA25" 2019 "Scardinius erythrophthalmus" 47.0922 6.73679
"CHA25" 2019 "Silurus glanis" 47.0922 6.73679
"CHA25" 2010 "Squalius cephalus" 47.0922 6.73679
"CHA25" 2019 "Squalius cephalus" 47.0922 6.73679
"CHA38" 2010 "Barbatula barbatula" 45.0422 6.15327
"CHA38" 2018 "Barbatula barbatula" 45.0422 6.15327
"CHA38" 2010 "Oncorhynchus mykiss" 45.0422 6.15327
"CHA38" 2018 "Oncorhynchus mykiss" 45.0422 6.15327
"CHA38" 2010 "Phoxinus phoxinus" 45.0422 6.15327
"CHA38" 2018 "Phoxinus phoxinus" 45.0422 6.15327
"CHA38" 2010 "Salmo trutta" 45.0422 6.15327
"CHA38" 2018 "Salmo trutta" 45.0422 6.15327
"CHA39" 2007 "Alburnus alburnus" 46.6701 5.79253
"CHA39" 2007 "Coregonus lavaretus" 46.6701 5.79253
"CHA39" 2011 "Coregonus lavaretus" 46.6701 5.79253
"CHA39" 2017 "Coregonus lavaretus" 46.6701 5.79253
"CHA39" 2007 "Cyprinus carpio" 46.6701 5.79253
"CHA39" 2007 "Esox lucius" 46.6701 5.79253
"CHA39" 2011 "Esox lucius" 46.6701 5.79253
"CHA39" 2017 "Esox lucius" 46.6701 5.79253
"CHA39" 2007 "Gobio gobio" 46.6701 5.79253
"CHA39" 2017 "Lepomis gibbosus" 46.6701 5.79253
"CHA39" 2007 "Perca fluviatilis" 46.6701 5.79253
"CHA39" 2011 "Perca fluviatilis" 46.6701 5.79253
"CHA39" 2017 "Perca fluviatilis" 46.6701 5.79253
"CHA39" 2007 "Rutilus rutilus" 46.6701 5.79253
"CHA39" 2011 "Rutilus rutilus" 46.6701 5.79253
"CHA39" 2017 "Rutilus rutilus" 46.6701 5.79253
"CHA39" 2007 "Salmo trutta" 46.6701 5.79253
"CHA39" 2011 "Sander lucioperca" 46.6701 5.79253
"CHA39" 2017 "Sander lucioperca" 46.6701 5.79253
"CHA39" 2007 "Scardinius erythrophthalmus" 46.6701 5.79253
"CHA39" 2011 "Scardinius erythrophthalmus" 46.6701 5.79253
"CHA39" 2017 "Scardinius erythrophthalmus" 46.6701 5.79253
"CHA39" 2007 "Squalius cephalus" 46.6701 5.79253
"CHA39" 2011 "Squalius cephalus" 46.6701 5.79253
"CHA39" 2017 "Squalius cephalus" 46.6701 5.79253
"CHA39" 2007 "Tinca tinca" 46.6701 5.79253
"CHA39" 2011 "Tinca tinca" 46.6701 5.79253
"CHA39" 2017 "Tinca tinca" 46.6701 5.79253
"CHA48" 2010 "Esox lucius" 44.6253 3.57651
"CHA48" 2016 "Esox lucius" 44.6253 3.57651
"CHA48" 2010 "Perca fluviatilis" 44.6253 3.57651
"CHA48" 2016 "Perca fluviatilis" 44.6253 3.57651
"CHA48" 2010 "Rutilus rutilus" 44.6253 3.57651
"CHA48" 2016 "Rutilus rutilus" 44.6253 3.57651
"CHA48" 2010 "Scardinius erythrophthalmus" 44.6253 3.57651
"CHA48" 2016 "Scardinius erythrophthalmus" 44.6253 3.57651
"CHA48" 2010 "Squalius cephalus" 44.6253 3.57651
"CHA48" 2016 "Squalius cephalus" 44.6253 3.57651
"CHA52" 2010 "Abramis brama" 47.9117 5.38227
"CHA52" 2016 "Abramis brama" 47.9117 5.38227
"CHA52" 2010 "Blicca bjoerkna" 47.9117 5.38227
"CHA52" 2016 "Blicca bjoerkna" 47.9117 5.38227
"CHA52" 2010 "Esox lucius" 47.9117 5.38227
"CHA52" 2016 "Esox lucius" 47.9117 5.38227
"CHA52" 2010 "Gymnocephalus cernua" 47.9117 5.38227
"CHA52" 2016 "Gymnocephalus cernua" 47.9117 5.38227
"CHA52" 2010 "Perca fluviatilis" 47.9117 5.38227
"CHA52" 2016 "Perca fluviatilis" 47.9117 5.38227
"CHA52" 2010 "Rutilus rutilus" 47.9117 5.38227
"CHA52" 2016 "Rutilus rutilus" 47.9117 5.38227
"CHA52" 2010 "Sander lucioperca" 47.9117 5.38227
"CHA52" 2016 "Sander lucioperca" 47.9117 5.38227
"CHA52" 2010 "Scardinius erythrophthalmus" 47.9117 5.38227
"CHA52" 2016 "Scardinius erythrophthalmus" 47.9117 5.38227
"CHA52" 2010 "Silurus glanis" 47.9117 5.38227
"CHA52" 2016 "Silurus glanis" 47.9117 5.38227
"CHA52" 2010 "Tinca tinca" 47.9117 5.38227
"CHA58" 2009 "Abramis brama" 47.2871 3.91646
"CHA58" 2009 "Esox lucius" 47.2871 3.91646
"CHA58" 2009 "Gymnocephalus cernua" 47.2871 3.91646
"CHA58" 2009 "Perca fluviatilis" 47.2871 3.91646
"CHA58" 2009 "Rutilus rutilus" 47.2871 3.91646
"CHA58" 2009 "Sander lucioperca" 47.2871 3.91646
"CHA58" 2009 "Scardinius erythrophthalmus" 47.2871 3.91646
"CHA58" 2009 "Tinca tinca" 47.2871 3.91646
"CHA63" 2005 "Abramis brama" 45.5702 2.92234
"CHA63" 2012 "Abramis brama" 45.5702 2.92234
"CHA63" 2018 "Abramis brama" 45.5702 2.92234
"CHA63" 2005 "Alburnus alburnus" 45.5702 2.92234
"CHA63" 2012 "Alburnus alburnus" 45.5702 2.92234
"CHA63" 2018 "Alburnus alburnus" 45.5702 2.92234
"CHA63" 2012 "Blicca bjoerkna" 45.5702 2.92234
"CHA63" 2018 "Blicca bjoerkna" 45.5702 2.92234
"CHA63" 2012 "Cyprinus carpio" 45.5702 2.92234
"CHA63" 2018 "Cyprinus carpio" 45.5702 2.92234
"CHA63" 2005 "Esox lucius" 45.5702 2.92234
"CHA63" 2012 "Esox lucius" 45.5702 2.92234
"CHA63" 2018 "Esox lucius" 45.5702 2.92234
"CHA63" 2005 "Gobio gobio" 45.5702 2.92234
"CHA63" 2012 "Gobio gobio" 45.5702 2.92234
"CHA63" 2018 "Gobio gobio" 45.5702 2.92234
"CHA63" 2005 "Gymnocephalus cernua" 45.5702 2.92234
"CHA63" 2012 "Gymnocephalus cernua" 45.5702 2.92234
"CHA63" 2018 "Gymnocephalus cernua" 45.5702 2.92234
"CHA63" 2018 "Oncorhynchus mykiss" 45.5702 2.92234
"CHA63" 2005 "Perca fluviatilis" 45.5702 2.92234
"CHA63" 2012 "Perca fluviatilis" 45.5702 2.92234
"CHA63" 2018 "Perca fluviatilis" 45.5702 2.92234
"CHA63" 2018 "Phoxinus phoxinus" 45.5702 2.92234
"CHA63" 2005 "Rutilus rutilus" 45.5702 2.92234
"CHA63" 2012 "Rutilus rutilus" 45.5702 2.92234
"CHA63" 2018 "Rutilus rutilus" 45.5702 2.92234
"CHA63" 2005 "Sander lucioperca" 45.5702 2.92234
"CHA63" 2012 "Sander lucioperca" 45.5702 2.92234
"CHA63" 2018 "Sander lucioperca" 45.5702 2.92234
"CHA63" 2005 "Scardinius erythrophthalmus" 45.5702 2.92234
"CHA63" 2012 "Scardinius erythrophthalmus" 45.5702 2.92234
"CHA63" 2018 "Scardinius erythrophthalmus" 45.5702 2.92234
"CHA63" 2005 "Squalius cephalus" 45.5702 2.92234
"CHA63" 2012 "Squalius cephalus" 45.5702 2.92234
"CHA63" 2018 "Squalius cephalus" 45.5702 2.92234
"CHA86" 2006 "Abramis brama" 46.2379 0.679986
"CHA86" 2006 "Alburnus alburnus" 46.2379 0.679986
"CHA86" 2006 "Blicca bjoerkna" 46.2379 0.679986
"CHA86" 2006 "Gobio gobio" 46.2379 0.679986
"CHA86" 2006 "Gymnocephalus cernua" 46.2379 0.679986
"CHA86" 2006 "Lepomis gibbosus" 46.2379 0.679986
"CHA86" 2006 "Perca fluviatilis" 46.2379 0.679986
"CHA86" 2006 "Rutilus rutilus" 46.2379 0.679986
"CHA86" 2006 "Sander lucioperca" 46.2379 0.679986
"CHO04" 2012 "Abramis brama" 43.8607 6.55174
"CHO04" 2012 "Alburnus alburnus" 43.8607 6.55174
"CHO04" 2012 "Barbus barbus" 43.8607 6.55174
"CHO04" 2012 "Esox lucius" 43.8607 6.55174
"CHO04" 2012 "Gobio gobio" 43.8607 6.55174
"CHO04" 2012 "Perca fluviatilis" 43.8607 6.55174
"CHO04" 2012 "Rutilus rutilus" 43.8607 6.55174
"CHO04" 2012 "Salmo trutta" 43.8607 6.55174
"CHO04" 2012 "Sander lucioperca" 43.8607 6.55174
"CHO04" 2012 "Squalius cephalus" 43.8607 6.55174
"COD2B" 2008 "Anguilla anguilla" 42.5866 8.94609
"COD2B" 2008 "Cyprinus carpio" 42.5866 8.94609
"COD2B" 2018 "Cyprinus carpio" 42.5866 8.94609
"COD2B" 2008 "Oncorhynchus mykiss" 42.5866 8.94609
"COD2B" 2018 "Oncorhynchus mykiss" 42.5866 8.94609
"COD2B" 2018 "Perca fluviatilis" 42.5866 8.94609
"COD2B" 2008 "Phoxinus phoxinus" 42.5866 8.94609
"COD2B" 2008 "Salmo trutta" 42.5866 8.94609
"COD2B" 2008 "Scardinius erythrophthalmus" 42.5866 8.94609
"COD2B" 2018 "Scardinius erythrophthalmus" 42.5866 8.94609
"COI39" 2010 "Abramis brama" 46.326 5.62018
"COI39" 2010 "Alburnus alburnus" 46.326 5.62018
"COI39" 2010 "Barbatula barbatula" 46.326 5.62018
"COI39" 2010 "Coregonus lavaretus" 46.326 5.62018
"COI39" 2010 "Esox lucius" 46.326 5.62018
"COI39" 2010 "Gymnocephalus cernua" 46.326 5.62018
"COI39" 2010 "Hypophthalmichthys molitrix" 46.326 5.62018
"COI39" 2010 "Lepomis gibbosus" 46.326 5.62018
"COI39" 2010 "Perca fluviatilis" 46.326 5.62018
"COI39" 2010 "Rutilus rutilus" 46.326 5.62018
"COI39" 2010 "Sander lucioperca" 46.326 5.62018
"COI39" 2010 "Scardinius erythrophthalmus" 46.326 5.62018
"COI39" 2010 "Silurus glanis" 46.326 5.62018
"COI39" 2010 "Squalius cephalus" 46.326 5.62018
"COI39" 2010 "Tinca tinca" 46.326 5.62018
"COM23" 2012 "Abramis brama" 45.9152 2.16429
"COM23" 2012 "Alburnus alburnus" 45.9152 2.16429
"COM23" 2012 "Perca fluviatilis" 45.9152 2.16429
"COM23" 2012 "Rutilus rutilus" 45.9152 2.16429
"COM23" 2012 "Sander lucioperca" 45.9152 2.16429
"COM23" 2012 "Scardinius erythrophthalmus" 45.9152 2.16429
"COM23" 2012 "Squalius cephalus" 45.9152 2.16429
"COM23" 2012 "Tinca tinca" 45.9152 2.16429
"CRE89" 2011 "Abramis brama" 47.3746 3.91456
"CRE89" 2017 "Abramis brama" 47.3746 3.91456
"CRE89" 2011 "Alburnus alburnus" 47.3746 3.91456
"CRE89" 2017 "Alburnus alburnus" 47.3746 3.91456
"CRE89" 2011 "Blicca bjoerkna" 47.3746 3.91456
"CRE89" 2017 "Blicca bjoerkna" 47.3746 3.91456
"CRE89" 2011 "Chondrostoma nasus" 47.3746 3.91456
"CRE89" 2017 "Gobio gobio" 47.3746 3.91456
"CRE89" 2011 "Gymnocephalus cernua" 47.3746 3.91456
"CRE89" 2017 "Gymnocephalus cernua" 47.3746 3.91456
"CRE89" 2011 "Leuciscus leuciscus" 47.3746 3.91456
"CRE89" 2017 "Leuciscus leuciscus" 47.3746 3.91456
"CRE89" 2011 "Perca fluviatilis" 47.3746 3.91456
"CRE89" 2017 "Perca fluviatilis" 47.3746 3.91456
"CRE89" 2011 "Rutilus rutilus" 47.3746 3.91456
"CRE89" 2017 "Rutilus rutilus" 47.3746 3.91456
"CRE89" 2011 "Salmo trutta" 47.3746 3.91456
"CRE89" 2011 "Sander lucioperca" 47.3746 3.91456
"CRE89" 2017 "Sander lucioperca" 47.3746 3.91456
"CRE89" 2011 "Scardinius erythrophthalmus" 47.3746 3.91456
"CRE89" 2017 "Scardinius erythrophthalmus" 47.3746 3.91456
"CRE89" 2017 "Silurus glanis" 47.3746 3.91456
"CRE89" 2011 "Squalius cephalus" 47.3746 3.91456
"DEV07" 2018 "Esox lucius" 45.0515 4.39062
"DEV07" 2018 "Perca fluviatilis" 45.0515 4.39062
"DEV07" 2018 "Rutilus rutilus" 45.0515 4.39062
"DEV07" 2018 "Scardinius erythrophthalmus" 45.0515 4.39062
"DEV07" 2018 "Tinca tinca" 45.0515 4.39062
"DRE29" 2012 "Barbatula barbatula" 48.3928 -4.00745
"DRE29" 2012 "Oncorhynchus mykiss" 48.3928 -4.00745
"DRE29" 2012 "Phoxinus phoxinus" 48.3928 -4.00745
"DRE29" 2012 "Rutilus rutilus" 48.3928 -4.00745
"DRE29" 2012 "Salmo trutta" 48.3928 -4.00745
"DRE29" 2012 "Scardinius erythrophthalmus" 48.3928 -4.00745
"DUC56" 2008 "Abramis brama" 47.9602 -2.40459
"DUC56" 2008 "Alburnus alburnus" 47.9602 -2.40459
"DUC56" 2008 "Blicca bjoerkna" 47.9602 -2.40459
"DUC56" 2008 "Cyprinus carpio" 47.9602 -2.40459
"DUC56" 2008 "Esox lucius" 47.9602 -2.40459
"DUC56" 2008 "Gymnocephalus cernua" 47.9602 -2.40459
"DUC56" 2008 "Leucaspius delineatus" 47.9602 -2.40459
"DUC56" 2008 "Perca fluviatilis" 47.9602 -2.40459
"DUC56" 2008 "Rutilus rutilus" 47.9602 -2.40459
"DUC56" 2008 "Sander lucioperca" 47.9602 -2.40459
"DUC56" 2008 "Scardinius erythrophthalmus" 47.9602 -2.40459
"ECH33" 2014 "Abramis brama" 45.1348 -1.1122
"ECH33" 2007 "Alburnus alburnus" 45.1348 -1.1122
"ECH33" 2014 "Alburnus alburnus" 45.1348 -1.1122
"ECH33" 2007 "Ameiurus melas" 45.1348 -1.1122
"ECH33" 2007 "Blicca bjoerkna" 45.1348 -1.1122
"ECH33" 2014 "Blicca bjoerkna" 45.1348 -1.1122
"ECH33" 2014 "Esox lucius" 45.1348 -1.1122
"ECH33" 2007 "Gymnocephalus cernua" 45.1348 -1.1122
"ECH33" 2014 "Gymnocephalus cernua" 45.1348 -1.1122
"ECH33" 2007 "Lepomis gibbosus" 45.1348 -1.1122
"ECH33" 2014 "Lepomis gibbosus" 45.1348 -1.1122
"ECH33" 2007 "Perca fluviatilis" 45.1348 -1.1122
"ECH33" 2014 "Perca fluviatilis" 45.1348 -1.1122
"ECH33" 2007 "Rutilus rutilus" 45.1348 -1.1122
"ECH33" 2014 "Rutilus rutilus" 45.1348 -1.1122
"ECH33" 2007 "Sander lucioperca" 45.1348 -1.1122
"ECH33" 2014 "Sander lucioperca" 45.1348 -1.1122
"ECH33" 2014 "Scardinius erythrophthalmus" 45.1348 -1.1122
"ECH33" 2014 "Silurus glanis" 45.1348 -1.1122
"ECL28" 2012 "Abramis brama" 48.7151 1.42785
"ECL28" 2012 "Ameiurus melas" 48.7151 1.42785
"ECL28" 2012 "Esox lucius" 48.7151 1.42785
"ECL28" 2012 "Gymnocephalus cernua" 48.7151 1.42785
"ECL28" 2012 "Perca fluviatilis" 48.7151 1.42785
"ECL28" 2012 "Rutilus rutilus" 48.7151 1.42785
"ECL28" 2012 "Sander lucioperca" 48.7151 1.42785
"ECL28" 2012 "Squalius cephalus" 48.7151 1.42785
"ECL28" 2012 "Tinca tinca" 48.7151 1.42785
"EGU36" 2011 "Abramis brama" 46.4226 1.61997
"EGU36" 2011 "Alburnus alburnus" 46.4226 1.61997
"EGU36" 2011 "Ameiurus melas" 46.4226 1.61997
"EGU36" 2011 "Blicca bjoerkna" 46.4226 1.61997
"EGU36" 2011 "Gymnocephalus cernua" 46.4226 1.61997
"EGU36" 2011 "Perca fluviatilis" 46.4226 1.61997
"EGU36" 2011 "Rutilus rutilus" 46.4226 1.61997
"EGU36" 2011 "Sander lucioperca" 46.4226 1.61997
"EGU36" 2011 "Silurus glanis" 46.4226 1.61997
"ENC15" 2010 "Abramis brama" 45.0793 2.23323
"ENC15" 2016 "Abramis brama" 45.0793 2.23323
"ENC15" 2010 "Alburnus alburnus" 45.0793 2.23323
"ENC15" 2016 "Alburnus alburnus" 45.0793 2.23323
"ENC15" 2010 "Esox lucius" 45.0793 2.23323
"ENC15" 2010 "Gymnocephalus cernua" 45.0793 2.23323
"ENC15" 2016 "Gymnocephalus cernua" 45.0793 2.23323
"ENC15" 2010 "Lepomis gibbosus" 45.0793 2.23323
"ENC15" 2016 "Lepomis gibbosus" 45.0793 2.23323
"ENC15" 2016 "Leuciscus leuciscus" 45.0793 2.23323
"ENC15" 2010 "Perca fluviatilis" 45.0793 2.23323
"ENC15" 2016 "Perca fluviatilis" 45.0793 2.23323
"ENC15" 2010 "Rutilus rutilus" 45.0793 2.23323
"ENC15" 2016 "Rutilus rutilus" 45.0793 2.23323
"ENC15" 2010 "Sander lucioperca" 45.0793 2.23323
"ENC15" 2016 "Sander lucioperca" 45.0793 2.23323
"ENC15" 2016 "Scardinius erythrophthalmus" 45.0793 2.23323
"ENC15" 2010 "Silurus glanis" 45.0793 2.23323
"ENC15" 2016 "Silurus glanis" 45.0793 2.23323
"ENC15" 2010 "Squalius cephalus" 45.0793 2.23323
"ENT13" 2007 "Blicca bjoerkna" 43.6033 4.91486
"ENT13" 2007 "Cyprinus carpio" 43.6033 4.91486
"ENT13" 2007 "Perca fluviatilis" 43.6033 4.91486
"ENT13" 2007 "Rutilus rutilus" 43.6033 4.91486
"ENT13" 2007 "Sander lucioperca" 43.6033 4.91486
"ENT13" 2007 "Scardinius erythrophthalmus" 43.6033 4.91486
"ENT13" 2007 "Silurus glanis" 43.6033 4.91486
"ENT13" 2007 "Squalius cephalus" 43.6033 4.91486
"ENT25" 2008 "Esox lucius" 46.8305 6.20258
"ENT25" 2014 "Esox lucius" 46.8305 6.20258
"ENT25" 2008 "Perca fluviatilis" 46.8305 6.20258
"ENT25" 2014 "Perca fluviatilis" 46.8305 6.20258
"ENT25" 2008 "Rutilus rutilus" 46.8305 6.20258
"ENT25" 2014 "Rutilus rutilus" 46.8305 6.20258
"ENT25" 2008 "Scardinius erythrophthalmus" 46.8305 6.20258
"ENT25" 2014 "Scardinius erythrophthalmus" 46.8305 6.20258
"ENT25" 2008 "Tinca tinca" 46.8305 6.20258
"ENT25" 2014 "Tinca tinca" 46.8305 6.20258
"EPT35" 2010 "Carassius carassius" 48.1174 -1.13058
"EPT35" 2010 "Cyprinus carpio" 48.1174 -1.13058
"EPT35" 2010 "Esox lucius" 48.1174 -1.13058
"EPT35" 2010 "Perca fluviatilis" 48.1174 -1.13058
"EPT35" 2010 "Rutilus rutilus" 48.1174 -1.13058
"EPT35" 2010 "Scardinius erythrophthalmus" 48.1174 -1.13058
"EPT35" 2010 "Tinca tinca" 48.1174 -1.13058
"ESP04" 2010 "Abramis brama" 43.7395 5.94828
"ESP04" 2014 "Abramis brama" 43.7395 5.94828
"ESP04" 2010 "Alburnus alburnus" 43.7395 5.94828
"ESP04" 2014 "Alburnus alburnus" 43.7395 5.94828
"ESP04" 2014 "Blicca bjoerkna" 43.7395 5.94828
"ESP04" 2010 "Esox lucius" 43.7395 5.94828
"ESP04" 2014 "Esox lucius" 43.7395 5.94828
"ESP04" 2010 "Gymnocephalus cernua" 43.7395 5.94828
"ESP04" 2014 "Gymnocephalus cernua" 43.7395 5.94828
"ESP04" 2010 "Lepomis gibbosus" 43.7395 5.94828
"ESP04" 2014 "Lepomis gibbosus" 43.7395 5.94828
"ESP04" 2010 "Perca fluviatilis" 43.7395 5.94828
"ESP04" 2014 "Perca fluviatilis" 43.7395 5.94828
"ESP04" 2010 "Rutilus rutilus" 43.7395 5.94828
"ESP04" 2014 "Rutilus rutilus" 43.7395 5.94828
"ESP04" 2010 "Salvelinus alpinus" 43.7395 5.94828
"ESP04" 2010 "Scardinius erythrophthalmus" 43.7395 5.94828
"ESP04" 2014 "Scardinius erythrophthalmus" 43.7395 5.94828
"ESP04" 2010 "Squalius cephalus" 43.7395 5.94828
"ESP04" 2014 "Squalius cephalus" 43.7395 5.94828
"ESP04" 2010 "Tinca tinca" 43.7395 5.94828
"ESP04" 2014 "Tinca tinca" 43.7395 5.94828
"EST11" 2010 "Abramis brama" 43.3195 1.80935
